item_id,canonical_code,statement,section,data_type,unit_type,sign_convention,is_derived,definition,citation,alias_scheme,alias_code,coalesce_priority,valid_from,valid_to,vendor,vendor_field,sign_note
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_COGS,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,cor,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01051,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,WS.CostofGoodsSold,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,CostOfGoodsAndServicesSold,10,1900-01-01,,,,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,CostOfGoodsSold,30,1900-01-01,,,,
1003,cost_of_revenue_cogs,income,income_statement,duration,monetary,positive_expense,false,Cost of Revenue / COGS,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,CostOfRevenue,20,1900-01-01,,,,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,GROSS_PROFIT,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_GROSS_PROFIT,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,dataItemId=112,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_GROSS_INC,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,gp,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01100,
1004,gross_profit__1004,income,income_statement,duration,monetary,positive,false,Gross Profit,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,GrossProfit,10,1900-01-01,,,,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,SG_AND_A_EXPENSE,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_SGA,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xsga,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xsgaq,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_SGA,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,sgna,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01101,
1005,sg_and_a,income,income_statement,duration,monetary,positive,false,SG&A,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,SellingGeneralAndAdministrativeExpense,10,1900-01-01,,,,
1006,selling_expense_only,income,income_statement,duration,monetary,positive_expense,false,Selling expense (only),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_SELLING_EXP,
1006,selling_expense_only,income,income_statement,duration,monetary,positive_expense,false,Selling expense (only),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_SGA_SELL,
1006,selling_expense_only,income,income_statement,duration,monetary,positive_expense,false,Selling expense (only),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,SellingAndMarketingExpense,10,1900-01-01,,,,
1007,g_and_a_expense_only,income,income_statement,duration,monetary,positive_expense,false,G&A expense (only),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_GEN_ADMIN_EXP,
1007,g_and_a_expense_only,income,income_statement,duration,monetary,positive_expense,false,G&A expense (only),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_SGA_GEN_ADMIN,
1007,g_and_a_expense_only,income,income_statement,duration,monetary,positive_expense,false,G&A expense (only),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,GeneralAndAdministrativeExpense,10,1900-01-01,,,,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_OPER_RD,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_RD_EXPEND,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_RD_EXP,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xrd,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xrdq,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_RD_EXP,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,rnd,
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01101A,unverified source mapping
1008,r_and_d_expense,income,income_statement,duration,monetary,positive_expense,false,R&D Expense,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,ResearchAndDevelopmentExpense,10,1900-01-01,,,,
1009,advertising,income,income_statement,duration,monetary,positive,false,Advertising,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xad,
1009,advertising,income,income_statement,duration,monetary,positive,false,Advertising,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_SGA_MKT,unverified source mapping
1009,advertising,income,income_statement,duration,monetary,positive,false,Advertising,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,AdvertisingExpense,10,1900-01-01,,,,
1010,operating_expenses_total,income,income_statement,duration,monetary,positive_expense,false,Operating Expenses (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_OPER_EXPN,
1010,operating_expenses_total,income,income_statement,duration,monetary,positive_expense,false,Operating Expenses (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_OPER_EXP,unverified source mapping
1010,operating_expenses_total,income,income_statement,duration,monetary,positive_expense,false,Operating Expenses (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_OPER_EXP,unverified source mapping
1010,operating_expenses_total,income,income_statement,duration,monetary,positive_expense,false,Operating Expenses (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,opex,
1010,operating_expenses_total,income,income_statement,duration,monetary,positive_expense,false,Operating Expenses (total),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,OperatingExpenses,10,1900-01-01,,,,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_AMORT_EXP,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_DEPRECIATION_EXP,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_DA_IS,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,dp,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,dpq,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_DEP_AMORT_EXP,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,depamor,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01201,
1011,d_and_a_income_statement,income,income_statement,duration,monetary,positive,false,D&A (Income statement),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,DepreciationAndAmortization,10,1900-01-01,,,,
1012,depreciation_only,income,income_statement,duration,monetary,positive,false,Depreciation only,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_DEPRECIATION_EXP,
1012,depreciation_only,income,income_statement,duration,monetary,positive,false,Depreciation only,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,Depreciation,10,1900-01-01,,,,
1013,amortization_of_intangibles,income,income_statement,duration,monetary,positive,false,Amortization of intangibles,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_AMORT_EXP,
1013,amortization_of_intangibles,income,income_statement,duration,monetary,positive,false,Amortization of intangibles,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,am,
1013,amortization_of_intangibles,income,income_statement,duration,monetary,positive,false,Amortization of intangibles,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_AMORT_EXP,
1013,amortization_of_intangibles,income,income_statement,duration,monetary,positive,false,Amortization of intangibles,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,AmortizationOfIntangibleAssets,10,1900-01-01,,,,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_OPER_INC,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_OPER_INC,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,oiadp,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,oiadpq,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_OPER_INC,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,opinc,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01250,
1014,operating_income,income,income_statement,duration,monetary,positive,false,Operating Income,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,OperatingIncomeLoss,10,1900-01-01,,,,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,EBITDA,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_EBITDA_OPER,unverified source mapping
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,oibdp,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,oibdpq,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_EBITDA_OPER,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,ebitda,
1015,operating_income_before_d_and_a_ebitda_ish,income,income_statement,duration,monetary,positive,true,Operating Income before D&A (EBITDA-ish),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01266,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,EBITDA,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_EBITDA,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,dataItemId=164,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,ebitda,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_EBITDA,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,ebitda,
1016,ebitda_standardised,income,income_statement,duration,monetary,positive,true,EBITDA (standardised),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01266,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,EBIT,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_EBIT,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,dataItemId=21,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,ebit,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_EBIT,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,ebit,
1017,ebit__1017,income,income_statement,duration,monetary,positive,true,EBIT,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01254,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_INT_EXPENSE,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_INT_EXP,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xint,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,xintq,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_INT_EXP_TOT,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,intexp,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01301,
1018,interest_expense_total,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (total),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,InterestExpense,10,1900-01-01,,,,
1019,interest_expense_debt_only,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (debt only),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_INT_EXP_DEBT,
1019,interest_expense_debt_only,income,income_statement,duration,monetary,positive_expense,false,Interest Expense (debt only),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,InterestExpenseDebt,10,1900-01-01,,,,
1020,interest_income,income,income_statement,duration,monetary,positive,false,Interest Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_INT_INC,
1020,interest_income,income,income_statement,duration,monetary,positive,false,Interest Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_INT_INC,unverified source mapping
1020,interest_income,income,income_statement,duration,monetary,positive,false,Interest Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_INT_INC,
1020,interest_income,income,income_statement,duration,monetary,positive,false,Interest Income,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,InterestIncome,10,1900-01-01,,,,
1020,interest_income,income,income_statement,duration,monetary,positive,false,Interest Income,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,InvestmentIncomeInterest,20,1900-01-01,,,,
1021,non_operating_income_expense,income,income_statement,duration,monetary,positive_expense,false,Non-operating Income (Expense),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,nopi,
1021,non_operating_income_expense,income,income_statement,duration,monetary,positive_expense,false,Non-operating Income (Expense),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_NON_OPER_INC,
1021,non_operating_income_expense,income,income_statement,duration,monetary,positive_expense,false,Non-operating Income (Expense),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,NonoperatingIncomeExpense,10,1900-01-01,,,,
1022,special_items,income,income_statement,duration,monetary,positive,false,Special Items,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,spi,
1022,special_items,income,income_statement,duration,monetary,positive,false,Special Items,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_SPECIAL_ITEMS,
1022,special_items,income,income_statement,duration,monetary,positive,false,Special Items,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,AssetImpairmentCharges,20,1900-01-01,,,,
1022,special_items,income,income_statement,duration,monetary,positive,false,Special Items,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,RestructuringCharges,10,1900-01-01,,,,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_PRETAX_INC,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_PRETAX_INC,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,pi,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,piq,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_PRETAX_INC,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,ebt,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01401,
1023,pretax_income,income,income_statement,duration,monetary,positive_expense,false,Pretax Income,cross_vendor_field_map.md section 2.1 Income statement,us-gaap,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10,1900-01-01,,,,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_INC_TAX_EXP,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,ciq,IQ_INCOME_TAX,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,txt,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,txtq,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_INC_TAX,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,sharadar,taxexp,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,worldscope,01451,
1024,income_tax_total,income,income_statement,duration,monetary,positive_expense,false,Income Tax (total),cross_vendor_field_map.md section 2.1 Income statement,us-gaap,IncomeTaxExpenseBenefit,10,1900-01-01,,,,
1025,current_tax,income,income_statement,duration,monetary,positive_expense,false,Current tax,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,bloomberg,IS_CURRENT_TAX_EXPENSE,
1025,current_tax,income,income_statement,duration,monetary,positive_expense,false,Current tax,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,compustat,txc,
1025,current_tax,income,income_statement,duration,monetary,positive_expense,false,Current tax,cross_vendor_field_map.md section 2.1 Income statement,,,,1900-01-01,,factset,FF_INC_TAX_CURR,
