rule_id,item_id,canonical_code,basis,source_aliases_json,source_item_ids_json,combination_rule,sign_rule,scale_rule,missing_policy,is_active,valid_from,valid_to
std_annual_1018,1018,interest_expense_total,annual,"[{""alias_code"":""InterestExpense"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1018,1018,interest_expense_total,ttm,"[{""alias_code"":""InterestExpense"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1019,1019,interest_expense_debt_only,annual,"[{""alias_code"":""InterestExpenseDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1019,1019,interest_expense_debt_only,ttm,"[{""alias_code"":""InterestExpenseDebt"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1020,1020,interest_income,annual,"[{""alias_code"":""InterestIncome"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""InvestmentIncomeInterest"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1020,1020,interest_income,ttm,"[{""alias_code"":""InterestIncome"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""InvestmentIncomeInterest"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1021,1021,non_operating_income_expense,annual,"[{""alias_code"":""NonoperatingIncomeExpense"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1021,1021,non_operating_income_expense,ttm,"[{""alias_code"":""NonoperatingIncomeExpense"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1022,1022,special_items,annual,"[{""alias_code"":""RestructuringCharges"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""AssetImpairmentCharges"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1022,1022,special_items,ttm,"[{""alias_code"":""RestructuringCharges"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""AssetImpairmentCharges"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1023,1023,pretax_income,annual,"[{""alias_code"":""IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1023,1023,pretax_income,ttm,"[{""alias_code"":""IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1024,1024,income_tax_total,annual,"[{""alias_code"":""IncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1024,1024,income_tax_total,ttm,"[{""alias_code"":""IncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1025,1025,current_tax,annual,"[{""alias_code"":""CurrentIncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1025,1025,current_tax,ttm,"[{""alias_code"":""CurrentIncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1026,1026,deferred_tax,annual,"[{""alias_code"":""DeferredIncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1026,1026,deferred_tax,ttm,"[{""alias_code"":""DeferredIncomeTaxExpenseBenefit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1027,1027,minority_interest_p_and_l,annual,"[{""alias_code"":""NetIncomeLossAttributableToNoncontrollingInterest"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""MinorityInterestInNetIncomeLoss"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1027,1027,minority_interest_p_and_l,ttm,"[{""alias_code"":""NetIncomeLossAttributableToNoncontrollingInterest"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""MinorityInterestInNetIncomeLoss"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1028,1028,equity_in_affiliates,annual,"[{""alias_code"":""IncomeLossFromEquityMethodInvestments"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1028,1028,equity_in_affiliates,ttm,"[{""alias_code"":""IncomeLossFromEquityMethodInvestments"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1029,1029,income_before_extraordinary,annual,"[{""alias_code"":""IncomeLossFromContinuingOperations"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1029,1029,income_before_extraordinary,ttm,"[{""alias_code"":""IncomeLossFromContinuingOperations"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1030,1030,discontinued_ops_ni,annual,"[{""alias_code"":""IncomeLossFromDiscontinuedOperationsNetOfTax"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1030,1030,discontinued_ops_ni,ttm,"[{""alias_code"":""IncomeLossFromDiscontinuedOperationsNetOfTax"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1031,1031,net_income_total,annual,"[{""alias_code"":""NetIncomeLoss"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1031,1031,net_income_total,ttm,"[{""alias_code"":""NetIncomeLoss"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1032,1032,net_income_to_common,annual,"[{""alias_code"":""NetIncomeLossAvailableToCommonStockholdersBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1032,1032,net_income_to_common,ttm,"[{""alias_code"":""NetIncomeLossAvailableToCommonStockholdersBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1033,1033,preferred_dividends,annual,"[{""alias_code"":""PreferredStockDividends"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1033,1033,preferred_dividends,ttm,"[{""alias_code"":""PreferredStockDividends"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1034,1034,eps_basic__1034,annual,"[{""alias_code"":""EarningsPerShareBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1034,1034,eps_basic__1034,ttm,"[{""alias_code"":""EarningsPerShareBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1035,1035,eps_diluted,annual,"[{""alias_code"":""EarningsPerShareDiluted"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1035,1035,eps_diluted,ttm,"[{""alias_code"":""EarningsPerShareDiluted"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1036,1036,eps_basic_incl_extra,annual,"[{""alias_code"":""IncomeLossFromContinuingOperationsPerBasicShare"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1036,1036,eps_basic_incl_extra,ttm,"[{""alias_code"":""IncomeLossFromContinuingOperationsPerBasicShare"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1037,1037,eps_diluted_incl_extra,annual,"[{""alias_code"":""IncomeLossFromContinuingOperationsPerDilutedShare"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1037,1037,eps_diluted_incl_extra,ttm,"[{""alias_code"":""IncomeLossFromContinuingOperationsPerDilutedShare"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1038,1038,eps_diluted_ltm,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1038,1038,eps_diluted_ltm,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1039,1039,shares_outstanding_period_end,instant,"[{""alias_code"":""CommonStockSharesOutstanding"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""EntityCommonStockSharesOutstanding"",""alias_scheme"":""dei"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1040,1040,weighted_avg_shares_basic,annual,"[{""alias_code"":""WeightedAverageNumberOfSharesOutstandingBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1040,1040,weighted_avg_shares_basic,ttm,"[{""alias_code"":""WeightedAverageNumberOfSharesOutstandingBasic"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1041,1041,weighted_avg_shares_diluted,annual,"[{""alias_code"":""WeightedAverageNumberOfDilutedSharesOutstanding"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1041,1041,weighted_avg_shares_diluted,ttm,"[{""alias_code"":""WeightedAverageNumberOfDilutedSharesOutstanding"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1042,1042,normalised_income,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1042,1042,normalised_income,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_annual_1043,1043,common_dividends_declared_per_share,annual,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_ttm_1043,1043,common_dividends_declared_per_share,ttm,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1101,1101,total_assets,instant,"[{""alias_code"":""Assets"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1102,1102,current_assets,instant,"[{""alias_code"":""AssetsCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1103,1103,cash_and_st_investments,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1104,1104,cash_only,instant,"[{""alias_code"":""Cash"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""CashAndCashEquivalentsAtCarryingValue"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1105,1105,short_term_investments,instant,"[{""alias_code"":""ShortTermInvestments"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""MarketableSecuritiesCurrent"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1106,1106,accounts_receivable,instant,"[{""alias_code"":""AccountsReceivableNetCurrent"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""ReceivablesNetCurrent"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1107,1107,inventory,instant,"[{""alias_code"":""InventoryNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1108,1108,prepaid_expense,instant,"[{""alias_code"":""PrepaidExpenseCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1109,1109,other_current_assets,instant,"[{""alias_code"":""OtherAssetsCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1110,1110,pp_and_e_net,instant,"[{""alias_code"":""PropertyPlantAndEquipmentNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1111,1111,pp_and_e_gross,instant,"[{""alias_code"":""PropertyPlantAndEquipmentGross"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1112,1112,accumulated_depreciation,instant,"[{""alias_code"":""AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1113,1113,intangibles_total,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1114,1114,goodwill,instant,"[{""alias_code"":""Goodwill"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1115,1115,other_intangibles,instant,"[{""alias_code"":""IntangibleAssetsNetExcludingGoodwill"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1116,1116,operating_lease_rou_asset,instant,"[{""alias_code"":""OperatingLeaseRightOfUseAsset"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1117,1117,long_term_investments,instant,"[{""alias_code"":""LongTermInvestments"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""EquityMethodInvestments"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1118,1118,deferred_tax_assets,instant,"[{""alias_code"":""DeferredIncomeTaxAssetsNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1119,1119,other_lt_assets,instant,"[{""alias_code"":""OtherAssetsNoncurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1201,1201,total_liabilities,instant,"[{""alias_code"":""Liabilities"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1202,1202,current_liabilities,instant,"[{""alias_code"":""LiabilitiesCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1203,1203,accounts_payable,instant,"[{""alias_code"":""AccountsPayableCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1204,1204,accrued_liabilities,instant,"[{""alias_code"":""AccruedLiabilitiesCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1205,1205,short_term_debt,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1206,1206,current_portion_of_lt_debt,instant,"[{""alias_code"":""LongTermDebtCurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1207,1207,long_term_debt,instant,"[{""alias_code"":""LongTermDebtNoncurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1208,1208,total_debt,instant,[],"[1205,1207]",sum,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1209,1209,operating_lease_liability,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1210,1210,deferred_revenue,instant,"[{""alias_code"":""DeferredRevenue"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1211,1211,deferred_tax_liabilities,instant,"[{""alias_code"":""DeferredIncomeTaxLiabilitiesNet"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1212,1212,other_lt_liabilities,instant,"[{""alias_code"":""OtherLiabilitiesNoncurrent"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1213,1213,minority_interest_bs,instant,"[{""alias_code"":""MinorityInterest"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1214,1214,preferred_stock,instant,"[{""alias_code"":""PreferredStockValue"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1215,1215,common_stock_at_par,instant,"[{""alias_code"":""CommonStockValue"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1216,1216,additional_paid_in_capital,instant,"[{""alias_code"":""AdditionalPaidInCapital"",""alias_scheme"":""us-gaap"",""priority"":10},{""alias_code"":""AdditionalPaidInCapitalCommonStock"",""alias_scheme"":""us-gaap"",""priority"":20}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1217,1217,retained_earnings,instant,"[{""alias_code"":""RetainedEarningsAccumulatedDeficit"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1218,1218,aoci,instant,"[{""alias_code"":""AccumulatedOtherComprehensiveIncomeLossNetOfTax"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1219,1219,treasury_stock,instant,"[{""alias_code"":""TreasuryStockValue"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1220,1220,common_equity,instant,[],[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1221,1221,stockholders_equity,instant,"[{""alias_code"":""StockholdersEquity"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
std_instant_1222,1222,equity_incl_non_controlling,instant,"[{""alias_code"":""StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest"",""alias_scheme"":""us-gaap"",""priority"":10}]",[],coalesce_priority,statement_normalized,identity,skip,true,1900-01-01,
